time, 	x, 	y, 	z
0.333999, 7.334, 15.334, 7.334
0.334999, 7.335, 15.335, 7.335
0.335999, 7.336, 15.336, 7.336
0.336999, 7.337, 15.337, 7.337
0.337999, 7.338, 15.338, 7.338
0.338999, 7.339, 15.339, 7.339
0.339999, 7.34, 15.34, 7.34
0.340999, 7.341, 15.341, 7.341
0.341999, 7.342, 15.342, 7.342
0.342999, 7.343, 15.343, 7.343
0.343999, 7.344, 15.344, 7.344
0.344999, 7.345, 15.345, 7.345
0.345999, 7.346, 15.346, 7.346
0.346999, 7.347, 15.347, 7.347
0.347999, 7.348, 15.348, 7.348
0.348999, 7.349, 15.349, 7.349
0.349999, 7.35, 15.35, 7.35
0.350999, 7.351, 15.351, 7.351
0.351999, 7.352, 15.352, 7.352
0.352999, 7.353, 15.353, 7.353
0.353999, 7.354, 15.354, 7.354
0.354999, 7.355, 15.355, 7.355
0.355999, 7.356, 15.356, 7.356
0.356999, 7.357, 15.357, 7.357
0.357999, 7.358, 15.358, 7.358
0.358999, 7.359, 15.359, 7.359
0.359999, 7.36, 15.36, 7.36
0.360999, 7.361, 15.361, 7.361
0.361999, 7.362, 15.362, 7.362
0.362999, 7.363, 15.363, 7.363
0.363999, 7.364, 15.364, 7.364
0.364999, 7.365, 15.365, 7.365
0.365999, 7.366, 15.366, 7.366
0.366999, 7.367, 15.367, 7.367
0.367999, 7.368, 15.368, 7.368
0.368999, 7.369, 15.369, 7.369
0.369999, 7.37, 15.37, 7.37
0.370999, 7.371, 15.371, 7.371
0.371999, 7.372, 15.372, 7.372
0.372999, 7.373, 15.373, 7.373
0.373999, 7.374, 15.374, 7.374
0.374999, 7.375, 15.375, 7.375
0.375999, 7.376, 15.376, 7.376
0.376999, 7.377, 15.377, 7.377
0.377999, 7.378, 15.378, 7.378
0.378999, 7.379, 15.379, 7.379
0.379999, 7.38, 15.38, 7.38
0.380999, 7.381, 15.381, 7.381
0.381999, 7.382, 15.382, 7.382
0.382999, 7.383, 15.383, 7.383
0.383999, 7.384, 15.384, 7.384
0.384999, 7.385, 15.385, 7.385
0.385999, 7.386, 15.386, 7.386
0.386999, 7.387, 15.387, 7.387
0.387999, 7.388, 15.388, 7.388
0.388999, 7.389, 15.389, 7.389
0.389999, 7.39, 15.39, 7.39
0.390999, 7.391, 15.391, 7.391
0.391998, 7.392, 15.392, 7.392
0.392998, 7.393, 15.393, 7.393
0.393998, 7.394, 15.394, 7.394
0.394998, 7.395, 15.395, 7.395
0.395998, 7.396, 15.396, 7.396
0.396998, 7.397, 15.397, 7.397
0.397998, 7.398, 15.398, 7.398
0.398998, 7.399, 15.399, 7.399
0.399998, 7.4, 15.4, 7.4
0.400998, 7.401, 15.401, 7.401
0.401998, 7.402, 15.402, 7.402
0.402998, 7.403, 15.403, 7.403
0.403998, 7.404, 15.404, 7.404
0.404998, 7.405, 15.405, 7.405
0.405998, 7.406, 15.406, 7.406
0.406998, 7.407, 15.407, 7.407
0.407998, 7.408, 15.408, 7.408
0.408998, 7.409, 15.409, 7.409
0.409998, 7.41, 15.41, 7.41
0.410998, 7.411, 15.411, 7.411
0.411998, 7.412, 15.412, 7.412
0.412998, 7.413, 15.413, 7.413
0.413998, 7.414, 15.414, 7.414
0.414998, 7.415, 15.415, 7.415
0.415998, 7.416, 15.416, 7.416
0.416998, 7.417, 15.417, 7.417
0.417998, 7.418, 15.418, 7.418
0.418998, 7.419, 15.419, 7.419
0.419998, 7.42, 15.42, 7.42
0.420998, 7.421, 15.421, 7.421
0.421998, 7.422, 15.422, 7.422
0.422998, 7.423, 15.423, 7.423
0.423998, 7.424, 15.424, 7.424
0.424998, 7.425, 15.425, 7.425
0.425998, 7.426, 15.426, 7.426
0.426998, 7.427, 15.427, 7.427
0.427998, 7.428, 15.428, 7.428
0.428998, 7.429, 15.429, 7.429
0.429998, 7.43, 15.43, 7.43
0.430998, 7.431, 15.431, 7.431
0.431998, 7.432, 15.432, 7.432
0.432998, 7.433, 15.433, 7.433
0.433998, 7.434, 15.434, 7.434
0.434998, 7.435, 15.435, 7.435
0.435998, 7.436, 15.436, 7.436
0.436998, 7.437, 15.437, 7.437
0.437998, 7.438, 15.438, 7.438
0.438998, 7.439, 15.439, 7.439
0.439998, 7.44, 15.44, 7.44
0.440998, 7.441, 15.441, 7.441
0.441998, 7.442, 15.442, 7.442
0.442998, 7.443, 15.443, 7.443
0.443998, 7.444, 15.444, 7.444
0.444998, 7.445, 15.445, 7.445
0.445998, 7.446, 15.446, 7.446
0.446998, 7.447, 15.447, 7.447
0.447998, 7.448, 15.448, 7.448
0.448998, 7.449, 15.449, 7.449
0.449998, 7.45, 15.45, 7.45
0.450998, 7.451, 15.451, 7.451
0.451998, 7.452, 15.452, 7.452
0.452998, 7.453, 15.453, 7.453
0.453998, 7.454, 15.454, 7.454
0.454998, 7.455, 15.455, 7.455
0.455998, 7.456, 15.456, 7.456
0.456998, 7.457, 15.457, 7.457
0.457998, 7.458, 15.458, 7.458
0.458998, 7.459, 15.459, 7.459
0.459998, 7.46, 15.46, 7.46
0.460998, 7.461, 15.461, 7.461
0.461998, 7.462, 15.462, 7.462
0.462998, 7.463, 15.463, 7.463
0.463998, 7.464, 15.464, 7.464
0.464998, 7.465, 15.465, 7.465
0.465998, 7.466, 15.466, 7.466
0.466998, 7.467, 15.467, 7.467
0.467998, 7.468, 15.468, 7.468
0.468998, 7.469, 15.469, 7.469
0.469997, 7.47, 15.47, 7.47
0.470997, 7.471, 15.471, 7.471
0.471997, 7.472, 15.472, 7.472
0.472997, 7.473, 15.473, 7.473
0.473997, 7.474, 15.474, 7.474
0.474997, 7.475, 15.475, 7.475
0.475997, 7.476, 15.476, 7.476
0.476997, 7.477, 15.477, 7.477
0.477997, 7.478, 15.478, 7.478
0.478997, 7.479, 15.479, 7.479
0.479997, 7.48, 15.48, 7.48
0.480997, 7.481, 15.481, 7.481
0.481997, 7.482, 15.482, 7.482
0.482997, 7.483, 15.483, 7.483
0.483997, 7.484, 15.484, 7.484
0.484997, 7.485, 15.485, 7.485
0.485997, 7.486, 15.486, 7.486
0.486997, 7.487, 15.487, 7.487
0.487997, 7.488, 15.488, 7.488
0.488997, 7.489, 15.489, 7.489
0.489997, 7.49, 15.49, 7.49
0.490997, 7.491, 15.491, 7.491
0.491997, 7.492, 15.492, 7.492
0.492997, 7.493, 15.493, 7.493
0.493997, 7.494, 15.494, 7.494
0.494997, 7.495, 15.495, 7.495
0.495997, 7.496, 15.496, 7.496
0.496997, 7.497, 15.497, 7.497
0.497997, 7.498, 15.498, 7.498
0.498997, 7.499, 15.499, 7.499
0.499997, 7.5, 15.5, 7.5
0.500997, 7.501, 15.501, 7.501
0.501997, 7.502, 15.502, 7.502
0.502997, 7.503, 15.503, 7.503
0.503997, 7.504, 15.504, 7.504
0.504997, 7.505, 15.505, 7.505
0.505997, 7.506, 15.506, 7.506
0.506997, 7.507, 15.507, 7.507
0.507997, 7.508, 15.508, 7.508
0.508997, 7.509, 15.509, 7.509
0.509997, 7.51, 15.51, 7.51
0.510997, 7.511, 15.511, 7.511
0.511997, 7.512, 15.512, 7.512
0.512997, 7.513, 15.513, 7.513
0.513997, 7.514, 15.514, 7.514
0.514997, 7.515, 15.515, 7.515
0.515997, 7.516, 15.516, 7.516
0.516997, 7.517, 15.517, 7.517
0.517997, 7.518, 15.518, 7.518
0.518997, 7.519, 15.519, 7.519
0.519997, 7.52, 15.52, 7.52
0.520997, 7.521, 15.521, 7.521
0.521997, 7.522, 15.522, 7.522
0.522997, 7.523, 15.523, 7.523
0.523997, 7.524, 15.524, 7.524
0.524997, 7.525, 15.525, 7.525
0.525997, 7.526, 15.526, 7.526
0.526997, 7.527, 15.527, 7.527
0.527997, 7.528, 15.528, 7.528
0.528997, 7.529, 15.529, 7.529
0.529997, 7.53, 15.53, 7.53
0.530997, 7.531, 15.531, 7.531
0.531997, 7.532, 15.532, 7.532
0.532997, 7.533, 15.533, 7.533
0.533997, 7.534, 15.534, 7.534
0.534997, 7.535, 15.535, 7.535
0.535997, 7.536, 15.536, 7.536
0.536997, 7.537, 15.537, 7.537
0.537997, 7.538, 15.538, 7.538
0.538997, 7.539, 15.539, 7.539
0.539997, 7.54, 15.54, 7.54
0.540997, 7.541, 15.541, 7.541
0.541997, 7.542, 15.542, 7.542
0.542997, 7.543, 15.543, 7.543
0.543997, 7.544, 15.544, 7.544
0.544997, 7.545, 15.545, 7.545
0.545997, 7.546, 15.546, 7.546
0.546997, 7.547, 15.547, 7.547
0.547997, 7.548, 15.548, 7.548
0.548997, 7.549, 15.549, 7.549
0.549996, 7.55, 15.55, 7.55
0.550996, 7.551, 15.551, 7.551
0.551996, 7.552, 15.552, 7.552
0.552996, 7.553, 15.553, 7.553
0.553996, 7.554, 15.554, 7.554
0.554996, 7.555, 15.555, 7.555
0.555996, 7.556, 15.556, 7.556
0.556996, 7.557, 15.557, 7.557
0.557996, 7.558, 15.558, 7.558
0.558996, 7.559, 15.559, 7.559
0.559996, 7.56, 15.56, 7.56
0.560996, 7.561, 15.561, 7.561
0.561996, 7.562, 15.562, 7.562
0.562996, 7.563, 15.563, 7.563
0.563996, 7.564, 15.564, 7.564
0.564996, 7.565, 15.565, 7.565
0.565996, 7.566, 15.566, 7.566
0.566996, 7.567, 15.567, 7.567
0.567996, 7.568, 15.568, 7.568
0.568996, 7.569, 15.569, 7.569
0.569996, 7.57, 15.57, 7.57
0.570996, 7.571, 15.571, 7.571
0.571996, 7.572, 15.572, 7.572
0.572996, 7.573, 15.573, 7.573
0.573996, 7.574, 15.574, 7.574
0.574996, 7.575, 15.575, 7.575
0.575996, 7.576, 15.576, 7.576
0.576996, 7.577, 15.577, 7.577
0.577996, 7.578, 15.578, 7.578
0.578996, 7.579, 15.579, 7.579
0.579996, 7.58, 15.58, 7.58
0.580996, 7.581, 15.581, 7.581
0.581996, 7.582, 15.582, 7.582
0.582996, 7.583, 15.583, 7.583
0.583996, 7.584, 15.584, 7.584
0.584996, 7.585, 15.585, 7.585
0.585996, 7.586, 15.586, 7.586
0.586996, 7.587, 15.587, 7.587
0.587996, 7.588, 15.588, 7.588
0.588996, 7.589, 15.589, 7.589
0.589996, 7.59, 15.59, 7.59
0.590996, 7.591, 15.591, 7.591
0.591996, 7.592, 15.592, 7.592
0.592996, 7.593, 15.593, 7.593
0.593996, 7.594, 15.594, 7.594
0.594996, 7.595, 15.595, 7.595
0.595996, 7.596, 15.596, 7.596
0.596996, 7.597, 15.597, 7.597
0.597996, 7.598, 15.598, 7.598
0.598996, 7.599, 15.599, 7.599
0.599996, 7.6, 15.6, 7.6
0.600996, 7.601, 15.601, 7.601
0.601996, 7.602, 15.602, 7.602
0.602996, 7.603, 15.603, 7.603
0.603996, 7.604, 15.604, 7.604
0.604996, 7.605, 15.605, 7.605
0.605996, 7.606, 15.606, 7.606
0.606996, 7.607, 15.607, 7.607
0.607996, 7.608, 15.608, 7.608
0.608996, 7.609, 15.609, 7.609
0.609996, 7.61, 15.61, 7.61
0.610996, 7.611, 15.611, 7.611
0.611996, 7.612, 15.612, 7.612
0.612996, 7.613, 15.613, 7.613
0.613996, 7.614, 15.614, 7.614
0.614996, 7.615, 15.615, 7.615
0.615996, 7.616, 15.616, 7.616
0.616996, 7.617, 15.617, 7.617
0.617996, 7.618, 15.618, 7.618
0.618996, 7.619, 15.619, 7.619
0.619996, 7.62, 15.62, 7.62
0.620996, 7.621, 15.621, 7.621
0.621996, 7.622, 15.622, 7.622
0.622996, 7.623, 15.623, 7.623
0.623996, 7.624, 15.624, 7.624
0.624996, 7.625, 15.625, 7.625
0.625996, 7.626, 15.626, 7.626
0.626996, 7.627, 15.627, 7.627
0.627995, 7.628, 15.628, 7.628
0.628995, 7.629, 15.629, 7.629
0.629995, 7.63, 15.63, 7.63
0.630995, 7.631, 15.631, 7.631
0.631995, 7.632, 15.632, 7.632
0.632995, 7.633, 15.633, 7.633
0.633995, 7.634, 15.634, 7.634
0.634995, 7.635, 15.635, 7.635
0.635995, 7.636, 15.636, 7.636
0.636995, 7.637, 15.637, 7.637
0.637995, 7.638, 15.638, 7.638
0.638995, 7.639, 15.639, 7.639
0.639995, 7.64, 15.64, 7.64
0.640995, 7.641, 15.641, 7.641
0.641995, 7.642, 15.642, 7.642
0.642995, 7.643, 15.643, 7.643
0.643995, 7.644, 15.644, 7.644
0.644995, 7.645, 15.645, 7.645
0.645995, 7.646, 15.646, 7.646
0.646995, 7.647, 15.647, 7.647
0.647995, 7.64799, 15.648, 7.64799
0.648995, 7.649, 15.649, 7.649
0.649995, 7.65, 15.65, 7.65
0.650995, 7.651, 15.651, 7.651
0.651995, 7.652, 15.652, 7.652
0.652995, 7.653, 15.653, 7.653
0.653995, 7.654, 15.654, 7.654
0.654995, 7.65499, 15.655, 7.65499
0.655995, 7.656, 15.656, 7.656
0.656995, 7.657, 15.657, 7.657
0.657995, 7.658, 15.658, 7.658
0.658995, 7.659, 15.659, 7.659
0.659995, 7.66, 15.66, 7.66
0.660995, 7.661, 15.661, 7.661
0.661995, 7.66199, 15.662, 7.66199
0.662995, 7.66299, 15.663, 7.66299
0.663995, 7.66399, 15.664, 7.66399
0.664995, 7.665, 15.665, 7.665
0.665995, 7.666, 15.666, 7.666
0.666995, 7.667, 15.667, 7.667
0.667995, 7.66799, 15.668, 7.66799
0.668995, 7.66899, 15.669, 7.66899
0.669995, 7.66999, 15.67, 7.66999
0.670995, 7.67099, 15.671, 7.67099
0.671995, 7.672, 15.672, 7.672
0.672995, 7.673, 15.673, 7.673
0.673995, 7.674, 15.674, 7.674
0.674995, 7.67499, 15.675, 7.67499
0.675995, 7.67599, 15.676, 7.67599
0.676995, 7.67699, 15.677, 7.67699
0.677995, 7.67799, 15.678, 7.67799
0.678995, 7.67899, 15.679, 7.67899
0.679995, 7.67999, 15.68, 7.67999
0.680995, 7.68099, 15.681, 7.68099
0.681995, 7.68199, 15.682, 7.68199
0.682995, 7.68299, 15.683, 7.68299
0.683995, 7.68399, 15.684, 7.68399
0.684995, 7.68499, 15.685, 7.68499
0.685995, 7.68599, 15.686, 7.68599
0.686995, 7.68699, 15.687, 7.68699
0.687995, 7.68799, 15.688, 7.68799
0.688995, 7.68899, 15.689, 7.68899
0.689995, 7.68999, 15.69, 7.68999
0.690995, 7.69099, 15.691, 7.69099
0.691995, 7.69199, 15.692, 7.69199
0.692995, 7.69299, 15.693, 7.69299
0.693995, 7.69399, 15.694, 7.69399
0.694995, 7.69499, 15.695, 7.69499
0.695995, 7.69599, 15.696, 7.69599
0.696995, 7.69699, 15.697, 7.69699
0.697995, 7.69799, 15.698, 7.69799
0.698995, 7.69899, 15.699, 7.69899
0.699995, 7.69999, 15.7, 7.69999
0.700995, 7.70099, 15.701, 7.70099
0.701995, 7.70199, 15.702, 7.70199
0.702995, 7.70299, 15.703, 7.70299
0.703995, 7.70399, 15.704, 7.70399
0.704994, 7.70499, 15.705, 7.70499
0.705994, 7.70599, 15.706, 7.70599
0.706994, 7.70699, 15.707, 7.70699
0.707994, 7.70799, 15.708, 7.70799
0.708994, 7.70899, 15.709, 7.70899
